Year,Date,Time,Operator,Flight,Fatalities,Summary,Location,Latitude,Longitude,geometry
1994,12/10/1994,11:30,Philippine Air Lines,434,1,"An explosive device detonated at FL 300 under a seat in the passenger cabin blowing a two square foot hole in the cabin floor and killing one passenger in seat 26K. The bomb was placed on the plane by Ramzi Yousef, an Al-Qaeda terrorist, on the flight from Manila to Cebu. The explosion occurred on the second journey of the flight from Cebu to Tokyo. The plane made a safe emergency landing at Okinawa in spite of damage to the flight controls.",Pacific Ocean,7.0427772,125.5367255,POINT (7.0427772 125.5367255)
1994,12/13/1994,18:34,American Eagle,3379,15,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.","Morrisville, North Carolina",35.824341,-78.8300321,POINT (35.824341 -78.8300321)
1994,12/15/1994,6:15,SL Aviation Services,,2,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart.","Lobito, Angola",-12.3506867,13.5464318,POINT (-12.3506867 13.5464318)
1994,12/17/1994,13:20,Missionary Aviation Fellowship,,28,"The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine.","Papua, New Guinea",-5.52259885,142.0871176,POINT (-5.52259885 142.087117627033)
1994,12/17/1994,10:30,Servivensa,,7,The cargo plane hit trees and crashed short of the runway while attempting to land.,"Cerro Aicha, Venezuela",8.285098,-62.743392,POINT (8.285098 -62.74339200000001)
1994,12/21/1994,9:53,Phoenix Aviation,702,5,After a go-around the plane struck a transmission tower and crashed. The crew allowed the aircraft to descend significantly below the normal approach glide path  in conditions of patchyfog.,"Coventry, England",52.4081812,-1.510477,POINT (52.4081812 -1.510477)
1994,12/26/1994,17:00,Air France,8969,3,The aircraft was hijacked by terrorists. Three passengers and four hijackers were killed when the plane was stormed.,"Algiers Airport, Algeria",36.7345315,3.196064,POINT (36.7345315 3.196064)
1994,12/29/1994,15:30,Turkish Airlines (THY),278,57,The aircraft crashed into a hill near the airport in driving snow after a fourth landing attempt. Controlled flight into terrain.,"Van, Turkey",38.3249599,43.6589825,POINT (38.3249599 43.6589825)
1995,1/5/1995,20:45,Military - Iranian Air Force,,12,The plane crashed after the pilot reported a loss of cabin pressure.,"Isfahan, Iran",32.6707877,51.6650002,POINT (32.6707877 51.6650002)
1995,1/10/1995,,Merpati Nusantara Airlines,6715,14,"The aircraft disappeared while en route from Bima, Sumbawa Island to Ruteng, Flores Island, and crashed into the Molo Strait. The accident occurred in daylight, in poor weather.","Flores Island, Inodnesia",49.338333,-126.099874,POINT (49.338333 -126.099874)
1995,1/11/1995,19:38,Intercontinental de Aviacion,256,51,"While descending from FL 190, ground witnesses saw fire and sparks aboard the plane before it crashed and exploded. One nine-year-old girl survived. Her mother threw her out of the plane and she landed in some soft-water lilies. Possible electrical fire. Possible faulty altimeter.","Cartagena, Colombia",10.4195841,-75.5271224,POINT (10.4195841 -75.52712240000002)
1995,1/14/1995,19:45,Air Taxi - Wolfe Air Aviation Ltd.,,2,Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.,"Los Angeles, California",34.0536909,-118.2427666,POINT (34.0536909 -118.2427666)
1995,1/17/1995,13:59,Royal Nepal Airlines,133,2,"The  captain decided to aborted the take-off. However, the aircraft was never brought to a stop and it continued  on overrunning the runway and crashing down a steep slope. Failure of the crew to follow the correct procedure to continue with the rejection of the take-off once that action had been initiated. Lack of crew coordination, insufficient emphasis on emergency training, inadequate enforcement of the requirements of the operations manual and a lack of supervision during loading preparation.","Kathmandu, Nepal",27.708317,85.3205817,POINT (27.708317 85.32058170000001)
1995,1/20/1995,,Leadair - Charter,,10,"The plane flew into a flock of birds that were injested into the left engine.  The pilot soon after reported an engine fire and that he was returning to the airport.  However, control of the plane was lost and the aircraft crashed.","Le Bourget, France",48.9351403,2.4258354,POINT (48.9351403 2.4258354)
1995,1/20/1995,19:13,Abakan Airlines,,3,"While taking off the aircraft veered to the right and clipped some trees 2,000 ft. past the runway. Overloaded and possible fuel contamination.","Krasnoyarsk, Russia",66.62440655,94.74286254,POINT (66.62440655 94.7428625373024)
1995,2/16/1995,20:30,ATI,,3,"On a positioning flight the crew aborted its first takeoff. On the second takeoff the tail struck the ground and crashed back to the ground. The loss of directional control by the pilot in command during the takeoff roll, and his decision to continue the takeoff and initiate a rotation below the computed rotation airspeed, resulting in a premature lift-off, further loss of control and collision with the terrain. The flight crew's lack of understanding of the three-engine takeoff procedures, and their decision to modify those procedures. The failure of the company to ensure that the flight crew had adequate experience, training, and rest to conduct the nonroutine flight. Contributing to the accident was the inadequacy of Federal Aviation Administration oversight of Air Transport International and Federal Aviation Administration flight and duty time regulations that permitted a substantially reduced flight crew rest period when conducting a nonrevenue ferry flight under 14 Code of Federal Regulations Part 91.","Kansas City, Missouri",39.100105,-94.5781416,POINT (39.100105 -94.5781416)
1995,3/16/1995,,Aeroflot,,9,The cargo plane flew into high ground while on approach in poor weather conditons. Controllled flight into terrain.,"Ossora, Russia",59.247414,163.069931,POINT (59.247414 163.069931)
1995,3/31/1995,9:11,Transporturile Aeriene Romane (TAROM),371,60,"Shortly after takeoff in poor visibility and heavy snow, with autothrottles engaged, climb thrust was selected. The right engine throttle jammed and remained at takeoff thrust, while the left engine throttle slowly reduced to idle. The increasing thrust asymmetry resulted in an increasing left bank angle, which eventually reached about 170 degrees. The airplane lost altitude and impacted the ground. Lack of crew response to an extreme nose-down attitude. The investigation concluded that the captain was incapacitated. Just before impact the first officer expressed his concern about the situation of either the captain's incapacitation or the aircraft's attitude and attempted a recovery.","Balotesti, Romania",44.73825545,22.63611398,POINT (44.73825545 22.6361139786785)
1995,4/23/1995,12:40,Bristow Helicopters,,1,The aircraft experienced a micoburst while attempting to land at Lagos landing hard on the nosegear. Full power was applied for a go-around but the aircraft veered off the runway and collided with another aircraft.,"Lagos, Nigeria",6.4550575,3.3941795,POINT (6.4550575 3.3941795)
1995,4/29/1995,,Military - Sri Lanka Air Force,,52,"While returning from Anuradhapura and descending through 3,000 ft the aircraft was shot down with a SAM missile by Tamil separatists.","Palaly AFB, Sri Lanka",7.622919,80.68822,POINT (7.622919 80.68822)
1995,5/1/1995,13:28,Bearskin Airlines / Air Sandy,362 / 3101,8,"The SA-227 collided with the Piper PA-31-350 that was taking off while approaching Sioux Lookout. Neither flight crew saw the other aircraft in time to avoid the collision. The Piper crashed into a  wooded area and the Swearing into Lake Seul. Contributing to the occurrence were the inherent limitations of the see-and-avoid concept which preclude the effective separation of aircraft with high closure rates, the fact that neither crew was directly alerted to the presence of the other aircraft by the Flight Service specialist or by onboard electronic equipment and an apparent lack of pilot understanding of how to optimize avoidance maneuvering.","Sioux Falls, Ontario, Canada",49.390227,-93.9954873,POINT (49.390227 -93.99548730000001)
1995,5/3/1995,0:45,American Jet,,7,"Crashed into Cerro Sincholagua mountain at 16,000 ft.  during an approach to Quito. Pilot fatigue may have been a factor.","Quito, Ecuador",-0.2201641,-78.5123274,POINT (-0.2201641 -78.5123274)
1995,5/9/1995,16:35,ADES Colombia,,9,Crashed into a mountain during approach in poor weather.,"Cerro San Jeronimo, Colombia",5.380295,-74.1138612,POINT (5.380294999999999 -74.1138612)
1995,5/13/1995,,Military - U.S. Air Force,,6,An engine caught fire shortly after takeoff and the aircraft was not able to make an emergency landing and crashed.,"Boise, Idaho",43.6166163,-116.200886,POINT (43.6166163 -116.200886)
1995,5/24/1995,16:51,Knight Air,816,12,"The crew had serious problems maintaining their heading after both artificial horizons failed shortly after takeoff. The crew had difficulty controlling the aircraft in turbulent conditions and the plane went into a spiral dive and crashed into a field. One or possibly both of the aircraft's artificial horizons malfunctioned and in the absence of a standby horizon, for which there was no airworthiness requirement, there was no single instrument available for assured attitude reference or simple means of determining which flight instruments had failed. The pilot became spatially disoriented and was unable to maintain control.","Leeds, England",53.7974185,-1.5437941,POINT (53.79741850000001 -1.5437941)
1995,5/25/1995,15:00,LACOL,,2,,"Miraflores, Colombia",5.1514125,-73.17051515,POINT (5.1514125 -73.17051515322879)
1995,5/29/1995,,Senegalair,,6,"Ditched in the sea just offshore, after losing an engine on approach. The pilot was not rated for that aircraft type and had very little experience.","Mbour, Senegal",14.411794,-16.9657124,POINT (14.411794 -16.96571239999999)
1995,6/9/1995,9:22,Ansett New Zealand,703,5,"As the plane approached  Runway 25,  the right main landing gear did not extend. While the captain continued the descent the co-pilot carried out the landing gear alternate extension checklist. The plane descended below the minimum safe step-down altitudes for the approach and struck the top of a ridge line. The captain did not ensure the aircraft intercepted and maintained the approach profile during the non-precision instrument approach. The captain's  unwise decision to get the landing gear lowered without discontinuing the instrument approach. The captain's distraction from the primary task of flying the aircraft safely during the first officer's attempt  to correct a landing gear malfunction.","Palmerston North, New Zealand",-40.356317,175.6112388,POINT (-40.356317 175.6112388)
